eng,tid,fam,reg,bid,shape,med_ms,iqr_ms,out,work,agm,rt_agm,work_agm,agm_out,status
pg,T2,tri,hub,18,cyclic,40.448,2.537,66064,213123,6206180.195,0,0.034,93.942,ok
pg,T2,tri,hub,19,cyclic,41.684,1.796,66050,213095,6206180.195,0,0.034,93.962,ok
pg,T2,tri,hub,20,cyclic,34.096,4.488,62049,203219,5864289.067,0,0.035,94.511,ok
neo,P2,path,uniform,1,acyclic,255.392,12.424,359618,,1042728876,0,,2899.546,inst_fail
neo,P2,path,uniform,2,acyclic,11.98,6.266,671,,1379271,0,,2055.545,inst_fail
neo,P2,path,uniform,3,acyclic,283.951,21.125,435374,,1504784661,0,,3456.303,inst_fail
neo,P2,path,uniform,4,acyclic,132.083,7.367,178242,,740668527,0,,4155.41,inst_fail
neo,P2,path,uniform,5,acyclic,31.393,13.142,35350,,233096799,0,,6593.969,inst_fail
neo,P2,path,uniform,6,acyclic,12.877,9.044,5946,,24826878,0,,4175.392,inst_fail
neo,P2,path,uniform,7,acyclic,84.461,7.365,110851,,714462378,0,,6445.25,inst_fail
neo,P2,path,uniform,8,acyclic,33.719,11.366,35871,,277233471,0,,7728.624,inst_fail
neo,P2,path,uniform,9,acyclic,82.793,6.704,99134,,697911126,0,,7040.078,inst_fail
neo,P2,path,uniform,10,acyclic,52.36,7.522,59311,,571018194,0,,9627.526,inst_fail
neo,P2,path,uniform,11,acyclic,19.941,6.914,15319,,183443043,0,,11974.871,inst_fail
neo,P2,path,uniform,12,acyclic,14.47,14.135,1005,,9654897,0,,9606.863,inst_fail
neo,P2,path,uniform,13,acyclic,19.504,10.244,13600,,212407734,0,,15618.216,inst_fail
neo,P2,path,uniform,14,acyclic,9.626,6.264,243,,2758542,0,,11352.025,inst_fail
neo,P2,path,uniform,15,acyclic,15.333,14.011,3025,,73101363,0,,24165.74,inst_fail
neo,P2,path,uniform,16,acyclic,15.368,11.591,7949,,169650333,0,,21342.349,inst_fail
neo,P2,path,uniform,17,acyclic,17.816,11.302,1594,,24826878,0,,15575.206,inst_fail
neo,P2,path,uniform,18,acyclic,14.069,3.775,476,,22068336,0,,46362.05,inst_fail
neo,P2,path,uniform,19,acyclic,11.174,5.153,524,,66205008,0,,126345.435,inst_fail
neo,P2,path,uniform,20,acyclic,14.177,8.919,1488,,75859905,0,,50981.119,inst_fail
neo,P2,path,hub,1,acyclic,451.57,18.878,701366,,1742019273,0,,2483.752,inst_fail
neo,P2,path,hub,2,acyclic,620.648,12.739,989705,,2412344979,0,,2437.438,inst_fail
neo,P2,path,hub,3,acyclic,656.547,21.472,970197,,2442688941,0,,2517.725,inst_fail
neo,P2,path,hub,4,acyclic,468.26,17.254,766218,,1845464598,0,,2408.537,inst_fail
neo,P2,path,hub,5,acyclic,571.305,11.842,920415,,2635786881,0,,2863.694,inst_fail
neo,P2,path,hub,6,acyclic,590.17,33.572,911105,,2340622887,0,,2568.994,inst_fail
neo,P2,path,hub,7,acyclic,336.768,30.501,504757,,1380650271,0,,2735.277,inst_fail
neo,P2,path,hub,8,acyclic,420.017,30.265,658139,,1719950937,0,,2613.355,inst_fail
neo,P2,path,hub,9,acyclic,513.221,23.453,798773,,2372346120,0,,2969.988,inst_fail
neo,P2,path,hub,10,acyclic,432.426,32.337,615824,,1750294899,0,,2842.2,inst_fail
neo,P2,path,hub,11,acyclic,339.969,11.833,511701,,1339272141,0,,2617.294,inst_fail
neo,P2,path,hub,12,acyclic,522.036,33.251,763654,,2484067071,0,,3252.87,inst_fail
neo,P2,path,hub,13,acyclic,379.97,31.073,523091,,1653745929,0,,3161.488,inst_fail
neo,P2,path,hub,14,acyclic,369.419,29.031,542839,,1536507894,0,,2830.504,inst_fail
neo,P2,path,hub,15,acyclic,381.638,18.69,557144,,1757191254,0,,3153.927,inst_fail
neo,P2,path,hub,16,acyclic,349.284,20.462,515663,,1708916769,0,,3314.019,inst_fail
neo,P2,path,hub,17,acyclic,357.466,26.812,511091,,1641332490,0,,3211.429,inst_fail
neo,P2,path,hub,18,acyclic,344.473,15.679,500906,,1794431571,0,,3582.372,inst_fail
neo,P2,path,hub,19,acyclic,237.357,18.535,340339,,1375133187,0,,4040.481,inst_fail
neo,P2,path,hub,20,acyclic,234.705,5.084,338846,,1550300604,0,,4575.237,inst_fail
neo,P3,path,uniform,1,acyclic,,,,,991695849,,,,fail
neo,P3,path,uniform,2,acyclic,47965.921,843.194,69592292,,419298384,0,,6.025,inst_fail
neo,P3,path,uniform,3,acyclic,41.945,5.866,40894,,1379271,0,,33.728,inst_fail
neo,P3,path,uniform,4,acyclic,20250.508,785.605,29071800,,595845072,0,,20.496,inst_fail
neo,P3,path,uniform,5,acyclic,3044.04,281.33,3999070,,147581997,0,,36.904,inst_fail
neo,P3,path,uniform,6,acyclic,56.446,6.03,63906,,16551252,0,,258.994,inst_fail
neo,P3,path,uniform,7,acyclic,13652.992,519.32,19227628,,713083107,0,,37.086,inst_fail
neo,P3,path,uniform,8,acyclic,83.423,11.128,86540,,2758542,0,,31.876,inst_fail
neo,P3,path,uniform,9,acyclic,77.451,8.145,86540,,2758542,0,,31.876,inst_fail
neo,P3,path,uniform,10,acyclic,4553.808,171.99,6130831,,597224343,0,,97.413,inst_fail
neo,P3,path,uniform,11,acyclic,52.052,7.882,50170,,8275626,0,,164.952,inst_fail
neo,P3,path,uniform,12,acyclic,6713.98,1266.525,9684766,,830321142,0,,85.735,inst_fail
neo,P3,path,uniform,13,acyclic,912.676,24.217,1184800,,252406593,0,,213.037,inst_fail
neo,P3,path,uniform,14,acyclic,1023.201,25.808,1421962,,336542124,0,,236.674,inst_fail
neo,P3,path,uniform,15,acyclic,20.08,7.046,13259,,2758542,0,,208.051,inst_fail
neo,P3,path,uniform,16,acyclic,507.785,17.94,671337,,219304089,0,,326.668,inst_fail
neo,P3,path,uniform,17,acyclic,213.775,16.892,304651,,164133249,0,,538.758,inst_fail
neo,P3,path,uniform,18,acyclic,63.578,8.263,79566,,38619588,0,,485.378,inst_fail
neo,P3,path,uniform,19,acyclic,23.033,3.705,11776,,41378130,0,,3513.768,inst_fail
neo,P3,path,uniform,20,acyclic,13.23,11.716,54,,9654897,0,,178794.389,inst_fail
neo,P3,path,hub,1,acyclic,,,,,1468923615,,,,fail
neo,P3,path,hub,2,acyclic,,,,,1955806278,,,,fail
neo,P3,path,hub,3,acyclic,,,,,2257866627,,,,fail
neo,P3,path,hub,4,acyclic,,,,,1594437276,,,,fail
neo,P3,path,hub,5,acyclic,,,,,2635786881,,,,fail
neo,P3,path,hub,6,acyclic,,,,,1678572807,,,,fail
neo,P3,path,hub,7,acyclic,,,,,1662021555,,,,fail
neo,P3,path,hub,8,acyclic,,,,,1816499907,,,,fail
neo,P3,path,hub,9,acyclic,,,,,1427545485,,,,fail
neo,P3,path,hub,10,acyclic,,,,,1719950937,,,,fail
neo,P3,path,hub,11,acyclic,,,,,2809575027,,,,fail
neo,P3,path,hub,12,acyclic,,,,,1404097878,,,,fail
neo,P3,path,hub,13,acyclic,,,,,1481337054,,,,fail
neo,P3,path,hub,14,acyclic,,,,,1708916769,,,,fail
neo,P3,path,hub,15,acyclic,,,,,1805465739,,,,fail
neo,P3,path,hub,16,acyclic,,,,,1380650271,,,,fail
neo,P3,path,hub,17,acyclic,,,,,1594437276,,,,fail
neo,P3,path,hub,18,acyclic,,,,,1532370081,,,,fail
neo,P3,path,hub,19,acyclic,,,,,1419269859,,,,fail
neo,P3,path,hub,20,acyclic,39399.389,727.876,62212387,,1562714043,0,,25.119,inst_fail
neo,T1,tri,uniform,1,cyclic,66.022,22.7,10418,,4237710.458,0,,406.768,inst_fail
neo,T1,tri,uniform,2,cyclic,14.746,11.125,2,,566287.88,0,,283143.94,inst_fail
neo,T1,tri,uniform,3,cyclic,18.449,2.2,272,,1650998.693,0,,6069.848,inst_fail
neo,T1,tri,uniform,4,cyclic,26.148,6.143,132,,1387116.353,0,,10508.457,inst_fail
neo,T1,tri,uniform,5,cyclic,20.753,8.191,2896,,3127427.037,0,,1079.913,inst_fail
neo,T1,tri,uniform,6,cyclic,42.736,13.628,11342,,4161349.06,0,,366.897,inst_fail
neo,T1,tri,uniform,7,cyclic,33.995,11.178,2550,,2859613.62,0,,1121.417,inst_fail
neo,T1,tri,uniform,8,cyclic,52.319,7.042,11342,,4142038.751,0,,365.195,inst_fail
neo,T1,tri,uniform,9,cyclic,40.835,15.832,2862,,2942518.139,0,,1028.134,inst_fail
neo,T1,tri,uniform,10,cyclic,14.997,6.869,30,,980839.38,0,,32694.646,inst_fail
neo,T1,tri,uniform,11,cyclic,35.681,11.215,2914,,3101686.459,0,,1064.409,inst_fail
neo,T1,tri,uniform,12,cyclic,42.709,17.915,4078,,3648054.476,0,,894.57,inst_fail
neo,T1,tri,uniform,13,cyclic,21.909,7.617,1806,,2625768.879,0,,1453.914,inst_fail
neo,T1,tri,uniform,14,cyclic,8.257,1.04,12,,800852,0,,66737.667,inst_fail
neo,T1,tri,uniform,15,cyclic,29.274,10.348,1092,,2402556,0,,2200.143,inst_fail
neo,T1,tri,uniform,16,cyclic,17.557,1.771,6,,693558.177,0,,115593.03,inst_fail
neo,T1,tri,uniform,17,cyclic,27.802,17.33,1056,,2300272.242,0,,2178.288,inst_fail
neo,T1,tri,uniform,18,cyclic,29.944,7.356,1374,,3101686.459,0,,2257.414,inst_fail
neo,T1,tri,uniform,19,cyclic,25.585,8.133,1406,,2468391.642,0,,1755.613,inst_fail
neo,T1,tri,uniform,20,cyclic,41.46,14.333,8292,,4199703.318,0,,506.477,inst_fail
neo,T1,tri,hub,1,cyclic,129.477,15.086,62258,,6343940.916,0,,101.898,inst_fail
neo,T1,tri,hub,2,cyclic,107.659,8.398,44310,,5816523.626,0,,131.269,inst_fail
neo,T1,tri,hub,3,cyclic,76.017,18.801,44310,,5816523.626,0,,131.269,inst_fail
neo,T1,tri,hub,4,cyclic,126.262,29.088,44310,,5816523.626,0,,131.269,inst_fail
neo,T1,tri,hub,5,cyclic,90.299,15.165,11794,,5830290.565,0,,494.344,inst_fail
neo,T1,tri,hub,6,cyclic,81.233,16.2,17752,,5844025.073,0,,329.204,inst_fail
neo,T1,tri,hub,7,cyclic,130.906,54.371,44310,,5816523.626,0,,131.269,inst_fail
neo,T1,tri,hub,8,cyclic,125.737,14.378,75330,,8216054.601,0,,109.067,inst_fail
neo,T1,tri,hub,9,cyclic,111.821,13.527,62250,,6331290.972,0,,101.707,inst_fail
neo,T1,tri,hub,10,cyclic,95.868,8.621,44310,,5816523.626,0,,131.269,inst_fail
neo,T1,tri,hub,11,cyclic,97.46,10.608,44310,,5816523.626,0,,131.269,inst_fail
neo,T1,tri,hub,12,cyclic,97.315,14.021,44310,,5816523.626,0,,131.269,inst_fail
neo,T1,tri,hub,13,cyclic,107.26,17.885,47246,,7816003.707,0,,165.432,inst_fail
neo,T1,tri,hub,14,cyclic,103.81,26.487,47212,,6506152.404,0,,137.807,inst_fail
neo,T1,tri,hub,15,cyclic,112.726,14.464,63606,,7140618.468,0,,112.263,inst_fail
neo,T1,tri,hub,16,cyclic,115.597,18.726,62250,,6331290.972,0,,101.707,inst_fail
neo,T1,tri,hub,17,cyclic,136.196,16.304,69478,,6700408.556,0,,96.439,inst_fail
neo,T1,tri,hub,18,cyclic,110.621,22.198,24192,,5925763.659,0,,244.947,inst_fail
neo,T1,tri,hub,19,cyclic,107.229,19.535,62250,,6331290.972,0,,101.707,inst_fail
neo,T1,tri,hub,20,cyclic,152.464,20.187,76743,,8117890.329,0,,105.78,inst_fail
neo,T2,tri,uniform,1,cyclic,19.563,12.283,42,,981283.249,0,,23363.887,inst_fail
neo,T2,tri,uniform,2,cyclic,47.638,17.001,10920,,3800493.683,0,,348.031,inst_fail
neo,T2,tri,uniform,3,cyclic,33.798,23.955,117,,3459433.54,0,,29567.808,inst_fail
neo,T2,tri,uniform,4,cyclic,53.444,19.367,15116,,4892377.831,0,,323.656,inst_fail
neo,T2,tri,uniform,5,cyclic,49.319,9.248,20912,,4920414.61,0,,235.291,inst_fail
neo,T2,tri,uniform,6,cyclic,103.379,15.574,62831,,6060395.905,0,,96.456,inst_fail
neo,T2,tri,uniform,7,cyclic,37.112,19.357,1467,,2848861.73,0,,1941.964,inst_fail
neo,T2,tri,uniform,8,cyclic,29.563,21.763,356,,1854451.031,0,,5209.132,inst_fail
neo,T2,tri,uniform,9,cyclic,16.598,13.289,6,,2256037.049,0,,376006.175,inst_fail
neo,T2,tri,uniform,10,cyclic,32.816,16.715,717,,2848861.73,0,,3973.308,inst_fail
neo,T2,tri,uniform,11,cyclic,44.655,21.234,10347,,4212502.975,0,,407.123,inst_fail
neo,T2,tri,uniform,12,cyclic,19.705,12.679,2,,741780.412,0,,370890.206,inst_fail
neo,T2,tri,uniform,13,cyclic,33.536,27.376,7630,,3498971.207,0,,458.581,inst_fail
neo,T2,tri,uniform,14,cyclic,29.65,18.437,50,,1112670.619,0,,22253.412,inst_fail
neo,T2,tri,uniform,15,cyclic,94.797,19.713,32798,,5957378.838,0,,181.638,inst_fail
neo,T2,tri,uniform,16,cyclic,37.145,20.747,726,,3872207.434,0,,5333.619,inst_fail
neo,T2,tri,uniform,17,cyclic,102.24,10.808,63661,,6624310.898,0,,104.056,inst_fail
neo,T2,tri,uniform,18,cyclic,14.364,11.207,6,,642400.681,0,,107066.78,inst_fail
neo,T2,tri,uniform,19,cyclic,78.184,10.348,44310,,5387491.439,0,,121.586,inst_fail
neo,T2,tri,uniform,20,cyclic,41.309,14.675,3552,,4341158.563,0,,1222.173,inst_fail
neo,T2,tri,hub,1,cyclic,121.795,11.858,62750,,6026252.558,0,,96.036,inst_fail
neo,T2,tri,hub,2,cyclic,83.694,19.427,44310,,5387491.439,0,,121.586,inst_fail
neo,T2,tri,hub,3,cyclic,82.807,12.174,16592,,6083051.67,0,,366.626,inst_fail
neo,T2,tri,hub,4,cyclic,174.628,25.289,66064,,6206180.195,0,,93.942,inst_fail
neo,T2,tri,hub,5,cyclic,117.398,14.823,66064,,6206180.195,0,,93.942,inst_fail
neo,T2,tri,hub,6,cyclic,100.119,14.05,31522,,5600319.301,0,,177.664,inst_fail
neo,T2,tri,hub,7,cyclic,67.834,11.184,44310,,5387491.439,0,,121.586,inst_fail
neo,T2,tri,hub,8,cyclic,94.507,38.56,44734,,5661393.291,0,,126.557,inst_fail
neo,T2,tri,hub,9,cyclic,133.584,30.156,75288,,7610030.78,0,,101.079,inst_fail
neo,T2,tri,hub,10,cyclic,59.863,12.731,8890,,5673529.197,0,,638.192,inst_fail
neo,T2,tri,hub,11,cyclic,82.435,33.924,8890,,5673529.197,0,,638.192,inst_fail
neo,T2,tri,hub,12,cyclic,97.653,13.377,62177,,5945822.322,0,,95.627,inst_fail
neo,T2,tri,hub,13,cyclic,117.495,40.126,23476,,5513679.303,0,,234.865,inst_fail
neo,T2,tri,hub,14,cyclic,135.685,21.709,66098,,6206180.195,0,,93.894,inst_fail
neo,T2,tri,hub,15,cyclic,116.427,14.996,63612,,6613919.816,0,,103.973,inst_fail
neo,T2,tri,hub,16,cyclic,74.969,17.856,23526,,5575702.394,0,,237.002,inst_fail
neo,T2,tri,hub,17,cyclic,111.087,15.409,68778,,6898956.631,0,,100.308,inst_fail
neo,T2,tri,hub,18,cyclic,107.236,61.206,66064,,6206180.195,0,,93.942,inst_fail
neo,T2,tri,hub,19,cyclic,106.857,16.418,66050,,6206180.195,0,,93.962,inst_fail
neo,T2,tri,hub,20,cyclic,67.818,9.765,62049,,5864289.067,0,,94.511,inst_fail
